CodeVar;CodeEntity;NomVar;Valeur;Source;NomEntite;Min;Max;IndiceChampSource;IndiceTableSource;TypeVar;IndiceChampDest;IndiceTableDest
575;5;"DAF";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
576;5;"CumWUse";0;"Resjour";"Plante";0;0;169;20;"State";-1;-1
577;5;"CumWReceived";0;"Resjour";"Plante";0;0;170;20;"State";-1;-1
578;5;"CumIrrig";0;"Resjour";"Plante";0;0;171;20;"State";-1;-1
579;5;"CumDr";0;"Resjour";"Plante";0;0;172;20;"State";-1;-1
580;5;"CumLr";0;"Resjour";"Plante";0;0;173;20;"State";-1;-1
581;5;"RootSystVolPopOld";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
582;5;"ExcessAssimToRoot";0;"Variete";"Plante";0;0;161;99;"Param";-1;-1
583;1;"VolRelMacropores";0;"Temp";"Plot";0;20;-1;-1;"State";-1;-1
584;1;"VolMacropores";0;"Resjour";"Plot";0;0;174;20;"State";-1;-1
585;1;"StockMacropores";0;"Resjour";"Plot";0;0;175;20;"State";-1;-1
586;1;"IcCum";0;"Resjour";"Plot";0;0;176;20;"State";-1;-1
587;2;"ConversionEff";0;"Resjour";"Crop";0;0;17;20;"State";-1;-1
589;5;"SimStartGermin";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
590;5;"SimEmergence";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
591;5;"SimStartPSP";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
592;5;"SimPanIni";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
593;5;"SimAnthesis50";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
594;5;"SimStartMatu2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
595;5;"SimEndCycle";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
597;5;"KCritStressCold1";15;"Variete";"Plante";0;20;154;99;"Param";-1;-1
598;5;"KCritStressCold2";10;"Variete";"Plante";0;20;155;99;"Param";-1;-1
599;5;"StressCold";0;"Resjour";"Plante";0;1;194;20;"State";-1;-1
600;5;"PriorityPan";0.5;"Variete";"Plante";0;1;162;99;"Param";-1;-1
601;5;"CulmsPerPlantMax";0;"Resjour";"Plante";0;0;195;20;"State";-1;-1
602;5;"CulmsPerHillMax";0;"Resjour";"Plante";0;0;196;20;"State";-1;-1
603;5;"DurPhase1";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
604;5;"DurPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
605;5;"DurPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
606;5;"DurPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
607;5;"DurPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
608;5;"DurPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
609;5;"CumCstrPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
610;5;"CumCstrPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
611;5;"CumCstrPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
612;5;"CumCstrPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
613;5;"CumCstrPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
614;5;"CumFTSWPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
615;5;"CumFTSWPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
616;5;"CumFTSWPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
617;5;"CumFTSWPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
618;5;"CumFTSWPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
619;5;"CumIcPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
620;5;"CumIcPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
621;5;"CumIcPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
622;5;"CumIcPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
623;5;"CumIcPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
624;5;"IcPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
625;5;"IcPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
626;5;"IcPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
627;5;"IcPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
628;5;"IcPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
629;5;"FtswPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
630;5;"FtswPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
631;5;"FtswPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
632;5;"FtswPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
633;5;"FtswPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
634;5;"CstrPhase2";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
635;5;"CstrPhase3";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
636;5;"CstrPhase4";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
637;5;"CstrPhase5";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
638;5;"CstrPhase6";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
639;5;"DurGermFlow";0;"Resjour";"Plante";0;0;197;20;"State";-1;-1
640;5;"DurGermMat";0;"Resjour";"Plante";0;0;198;20;"State";-1;-1
641;5;"LaiFin";0;"Resjour";"Plante";0;0;199;20;"State";-1;-1
642;5;"CulmsPerHillFin";0;"Resjour";"Plante";0;0;200;20;"State";-1;-1
643;5;"CulmsPerPlantFin";0;"Resjour";"Plante";0;0;201;20;"State";-1;-1
644;5;"GrainYieldPopFin";0;"Resjour";"Plante";0;0;202;20;"State";-1;-1
645;5;"DryMatAboveGroundPopFin";0;"Resjour";"Plante";0;0;203;20;"State";-1;-1
646;5;"ReservePopFin";0;"Resjour";"Plante";0;0;204;20;"State";-1;-1
647;4;"HumFC";0.12;"TypeSol";"Soil";0;0;6;22;"Param";-1;-1
648;4;"ResUtil";0;"Resjour";"Soil";0;0;206;20;"State";-1;-1
649;2;"FractionRootsLogged";0;"Resjour";"Crop";0;1;205;20;"State";-1;-1
650;5;"WaterLoggingSens";0;"Variete";"Plante";0;1;163;99;"Param";-1;-1
651;2;"CoeffStressLogging";0;"Temp";"Crop";0;1;-1;-1;"State";-1;-1
652;5;"TempLai";0;"Temp";"Plante";0;0;-1;-1;"State";-1;-1
653;1;"CstrMean";0;"Resjour";"Plot";0;0;68;20;"State";-1;-1
654;1;"CstrCum";0;"Resjour";"Plot";0;0;177;20;"State";-1;-1
657;2;"RootFrontMax";1200;"Variete";"Crop";0;0;164;99;"Param";-1;-1
664;2;"TransplantingDepth";0;"ItineraireTechnique";"Crop";0;0;28;171;"Param";-1;-1
667;2;"FTSWIrrig";0;"ItineraireTechnique";"Crop";0;0;27;171;"Param";-1;-1
668;2;"IrrigAutoStop";0;"ItineraireTechnique";"Crop";0;0;25;171;"State";-1;-1
669;2;"IrrigAutoResume";0;"ItineraireTechnique";"Crop";0;0;26;171;"";-1;-1
670;5;"DryMatAboveGroundTotPop";0;"Resjour";"Plante";0;0;208;20;"State";-1;-1
671;2;"CoeffReserveSink";0.1;"Variete";"Crop";0;1;168;99;"Param";-1;-1
672;2;"DemResInternodePop";0;"Resjour";"Crop";0;0;209;20;"State";-1;-1
675;2;"LastLeafLength";0;"Resjour";"Crop";0;0;212;20;"Param";-1;-1
676;2;"LastLeafLengthPot";0;"Resjour";"Crop";0;0;211;20;"Param";-1;-1
678;2;"CumSupplyTot";0;"Resjour";"Crop";0;0;213;20;"Param";-1;-1
679;2;"DryMatResInternodePopOld";0;"Resjour";"Crop";0;0;214;20;"Param";-1;-1
680;2;"CumGrowthPop";0;"Resjour";"Crop";0;0;215;20;"Param";-1;-1
681;5;"GrowthDryMatPop_V2_1";0;"Resjour";"Plante";0;0;233;20;"State";-1;-1
682;5;"GrowthPop";0;"Resjour";"Plante";0;0;217;20;"State";-1;-1
683;5;"A_DemStructLeaf";0;"Resjour";"Plante";0;0;218;20;"State";-1;-1
684;2;"A_GrowthStructLeaf";0;"Resjour";"Crop";0;0;219;20;"State";-1;-1
685;5;"A_DemStructTot";0;"Resjour";"Plante";0;0;220;20;"Param";-1;-1
686;5;"A_GrowthStructTot";0;"Resjour";"Plante";0;0;221;20;"Param";-1;-1
688;2;"CO2Slopetr";-0.0004;"Variete";"Crop";0;0;171;99;"Param";-1;-1
689;2;"CO2Exp";0.008;"Variete";"Crop";0;0;172;99;"Param";-1;-1
690;2;"CO2Cp";10;"Variete";"Crop";0;0;173;99;"Param";-1;-1
691;2;"CoeffCO2Tr";0;"Resjour";"Crop";0;0;222;20;"Param";-1;-1
692;2;"CoeffCO2Assim";0;"Resjour";"Crop";0;0;223;20;"Param";-1;-1
693;2;"A_AssimSurplus";0;"Resjour";"Crop";0;0;224;20;"State";-1;-1
694;2;"A_IncreaseResInternodePop";0;"Resjour";"Crop";0;0;225;20;"State";-1;-1
695;2;"A_ResInternodeMobiliDay";0;"Resjour";"Crop";0;0;226;20;"State";-1;-1
696;2;"CumCarbonUsedPop";0;"Resjour";"Crop";0;0;227;20;"Param";-1;-1
697;5;"DryMatTotPopFin";0;"Resjour";"Plante";0;0;228;20;"State";-1;-1
698;5;"GrainFillingStatusFin";0;"Resjour";"Plante";0;0;229;20;"State";-1;-1
699;5;"SterilityTotFin";0;"Resjour";"Plante";0;0;230;20;"State";-1;-1
700;5;"CumIrrigFin";0;"Resjour";"Plante";0;0;231;20;"State";-1;-1
701;5;"CumWUseFin";0;"Resjour";"Plante";0;0;232;20;"State";-1;-1
702;1;"Ca";400;"Parcelle";"Plot";0;0;12;75;"InputVar";-1;-1
703;2;"CoeffAssimSla";0.2;"Variete";"Crop";0;1;174;99;"input Var";-1;-1
704;2;"RUEgreen";0;"Resjour";"Crop";0;0;234;20;"State";-1;-1
